,0,0,0,0
0,0.0036782916782224675,0.0032848611122358183,0.0036908075569931026,0.0028958349679864747
1,0.0036787906230397274,0.0032853221543165225,0.0036914271609898024,0.002896329849884035
2,0.003680286374781792,0.0032866916200305772,0.003693265782008432,0.002897649394024163
3,0.003682779439116115,0.0032889744992690277,0.0036962873163603094,0.0028997054061803015
4,0.003686272657521393,0.0032921558278186003,0.003700450854115586,0.0029024831377434056
5,0.003690769338420115,0.003296219079986794,0.0037057218008234227,0.002905976705661858
6,0.0036962748169375097,0.0033011634437170373,0.0037120909806173407,0.0029101848662414264
7,0.0037027951837001237,0.0033069741599630427,0.003719555366707172,0.0029151178394620893
8,0.003710342478004556,0.0033136502552908653,0.0037281158142744076,0.0029207810117534865
9,0.0037189235110343622,0.003321181366567767,0.003737799375522786,0.0029271800145879863
10,0.0037285641644245224,0.0033295759558665205,0.0037486278336991644,0.002934337376994746
11,0.0037392716167527445,0.003338835429727428,0.003760632665104121,0.0029422758572645908
12,0.003751088331196982,0.003348973567026058,0.003773873555088171,0.002951027119434411
13,0.0037640374727764435,0.003359997596385367,0.003788355361016812,0.0029606343478084567
14,0.0037781703671653163,0.0033719638129928765,0.0038041924904434264,0.0029711567766658726
15,0.0037934735503082663,0.0033848367787659528,0.0038214572025617294,0.0029826387286958954
16,0.0038101703747236725,0.0033986593203334347,0.003840150802220497,0.002995124955840742
17,0.0038283271450526546,0.0034136552758452267,0.0038605378487185,0.0030087926421272196
18,0.0038481104752295073,0.003429553843899216,0.0038828142228788404,0.00302369451064231
19,0.0038692844325903144,0.003446566150986437,0.0039068683532307745,0.0030399330871889187
20,0.003892086985695744,0.0034653502336193507,0.003933447276411402,0.0030572375500473705
21,0.003916825900457149,0.0034845769974545223,0.003962205327043258,0.003077627273635983
22,0.0039441781476351,0.0035057627724533356,0.003993264170165555,0.003098547954878171
23,0.003972914530838667,0.0035298445018451647,0.004026978050984214,0.0031233587976905062
24,0.004001701179643925,0.0035521900502383723,0.004064682979298336,0.003146202840806833
25,0.0040371300094165005,0.003581919023897183,0.004104851613771749,0.003174829430223497
26,0.004071881688919698,0.0036129272315160543,0.004143963278377236,0.0032065687167548078
27,0.004111033257162419,0.0036424027593133478,0.0041914429598819795,0.0032383996235848425
28,0.004157236193248644,0.0036882902561380187,0.004233639774579644,0.0032920608069419493
