,0,1,2,3,4,5,6,7,8,9,10,11
0,30232.34265487546,29539.597086807957,21382.190839409694,19203.522071130836,26217.752545591145,28761.805277875395,27588.700277664106,28007.92886636909,24497.791084612527,18803.860118914592,31487.813016648954,32520.72284458459
1,31328.39304236019,29387.053537361604,21798.779623546354,18651.370522724465,25647.107711614368,29284.590927023444,27680.663828778674,28061.566396063543,24191.957767526488,18815.422275413566,30766.365287172368,30857.284029739792
