HFocusing_5_10_10um_0_548.npy,HFocusing_5_10_10um_0_598.npy,HFocusing_5_10_10um_0_878.npy,HFocusing_5_10_10um_0_895.npy,HFocusing_5_10_10um_0_90.npy,HFocusing_5_10_10um_0_908.npy,HFocusing_5_10_10um_0_948.npy,HFocusing_5_10_10um_0_96.npy,HFocusing_5_10_10um_0_988.npy
-0.8493815798741572,0.9057937003918586,-1.9432309166953097,-0.32878593878033496,0.20662318403404348,-1.725845583200171,2.1928624686370455,1.025918191463099,0.007757041717855381
-0.852441068002771,0.9276930747742548,-1.9081272013098025,-0.33377772724174276,0.1584766555356812,-1.6962167784564917,2.2012357251734653,1.0011203779604658,-0.013015218254274916
-0.8516359395450961,0.8930727395859017,-1.9488668346501457,-0.36163512877284354,0.19647859835830817,-1.6699695243030228,2.2566280320594108,0.9499144972507199,-0.05246641334210461
-0.875145691325709,0.9334899677427209,-1.948544782192997,-0.3550330854195567,0.17715557714249314,-1.6873603427724724,2.1939896377990924,1.039122221246003,0.012909850186832187
-0.8654841492934086,0.9246336034430795,-1.9264841896246458,-0.3659828159323749,0.160892033390432,-1.6677151590130093,2.2158889235786896,0.9774497360079926,-0.01623572379561387
-0.8775610768783986,0.9059547252089527,-1.9623930381334658,-0.35616026354355285,0.21000471252183814,-1.6614351415006567,2.2229739863002975,0.974068215586301,-0.04844078097016857
-0.8936636476856744,0.9590929104327016,-1.9527314641603812,-0.32170081980547327,0.16781611647402034,-1.6714187591404543,2.1893199369587446,1.0218925725185468,0.02530879522921455
-0.8762728712480767,0.9370325133940652,-1.9536976215449935,-0.3353879816004884,0.17329097276068495,-1.6495192111649393,2.2334405559394086,0.9341340669549681,-0.0432879716070811
-0.8828749251571288,0.9499144972507199,-1.978978740778409,-0.3373202868415145,0.19583449766973024,-1.6635284806581534,2.2295759764207053,0.9634405797429408,-0.03201620141106857
-0.9065457049024359,0.9756784634106052,-1.9565960937157594,-0.3410238719189264,0.1433402872349934,-1.66884234165609,2.208964884856451,0.9764835873197224,0.006951915387170024
-0.9052574991579243,0.9370325133940652,-1.9659356153276166,-0.363406408719708,0.17763865268696988,-1.6586976980070571,2.250992187325614,0.9243115538275731,-0.050051033912940614
-0.9371405928257763,0.9698815712052378,-1.9770464258643714,-0.3440833552755765,0.1884273396588033,-1.6786649334231314,2.2100920539611013,0.97970408293596,-0.015752647962371434
-0.9426154678086391,0.9925860650771796,-1.948061703507862,-0.3503633475189255,0.15799357996256522,-1.6730290200784026,2.1938286136333316,0.9563554889848824,-0.012693167701902416
-0.9447088023851226,0.9656949267694718,-1.959333539678131,-0.3569653907773716,0.2014703786512524,-1.6561212806220746,2.2460004390488963,0.9227013057451882,-0.06083972883594871
-0.9340811039046709,0.9933911889438067,-1.9441970740521768,-0.388687405376722,0.18359658434281148,-1.6715797852338954,2.194311686130368,0.9805092068349612,-0.0064131819946515655
-0.9041303191356395,0.982119454626894,-1.9276113731508653,-0.30221674342119403,0.17973198003802512,-1.703301927174892,2.2245842278057926,0.9304304964668714,-0.033626454272200054
-0.8889939020699226,0.981475355511092,-1.9435529691472853,-0.3532618055183168,0.21225906482737128,-1.6464597156076748,2.236338990547431,0.9228623305537906,-0.06261100714122113
-0.9458359825472382,1.009654690616368,-1.9261621371892887,-0.35197360195984106,0.17216379647395288,-1.6707746547674764,2.2281267590890117,0.9681102985660126,-0.022676734974364315
-0.8606533783843399,0.9962896348469089,-1.9282554780247156,-0.298996235040453,0.18069813111855434,-1.715378885568323,2.2788493617446917,0.9177095366383958,-0.06679766499217292
-0.8400420899744954,0.9969337339329258,-1.9466124674566896,-0.3717797322355267,0.19728372421722498,-1.6551551241078957,2.2635520697376323,0.9400919846069007,-0.06261100714122113
-0.9604893250081037,1.0178669535233906,-1.9305098450930687,-0.3516515510710198,0.17119764536791085,-1.7160229900283888,2.24841580112812,0.9346171413633044,-0.04119464282673762
-0.8226513163898261,1.0046629228641053,-1.9551468576272024,-0.33265054919536796,0.19486834663445599,-1.7226250608165512,2.2764339998980745,0.8993527076417864,-0.09046838539763447
-0.8588820957355688,1.0119090373176955,-1.9683510088908285,-0.3957725258115613,0.1815032570167889,-1.674961333214318,2.265484359295176,0.9397699350069247,-0.060034602336753055
-0.9183005825555004,1.005629071467389,-1.9609438020195176,-0.34199002455475724,0.15654435323888588,-1.7408210126968342,2.273374541532521,0.9379986622012735,-0.050051033912940614
-0.760012334021309,0.9832466280764316,-1.9875131317836967,-0.345210533361602,0.17715557714249314,-1.718438381764833,2.3075116542481657,0.9202859336064455,-0.06695869029521284
-0.8472882459079232,0.9964506596185346,-1.9973357330244428,-0.37854280138650276,0.15042539588950044,-1.6975049873030652,2.2630689973464,0.9727800173210309,-0.03475363127975485
-0.8102523394919015,0.9916199164345563,-1.996208549260699,-0.3225059469539278,0.14865411874043075,-1.751448737267956,2.2590433940574153,0.9557113898172916,-0.04554232569334738
