index,name,val_Freq,amp_Freq,amp_Time,num_burst,passage
0,HFocusing_5_10_4um_0_1001.npy729.npy,32.8,80.64811041812652,0.38186412357198707,14.0,0.457
0,HFocusing_5_10_4um_0_1004.npy730.npy,34.4,79.5881485484075,0.39640308609177755,13.0,0.388
0,HFocusing_5_10_4um_0_1004.npy731.npy,32.8,100.5447367111811,0.4619011419127522,13.0,0.4345
0,HFocusing_5_10_4um_0_1008.npy732.npy,34.4,50.50006893863162,0.2685794892947895,14.0,0.4095
0,HFocusing_5_10_4um_0_1008.npy733.npy,29.6,114.05637707790036,0.3995733522286719,17.0,0.5760000000000001
0,HFocusing_5_10_4um_0_1014.npy737.npy,33.6,101.3742952188584,0.4717704163716156,15.0,0.422
0,HFocusing_5_10_4um_0_1014.npy739.npy,33.6,101.85742223677207,0.47177357060982505,15.0,0.422
0,HFocusing_5_10_4um_0_1016.npy741.npy,34.4,88.81503644312701,0.43244577346473,14.0,0.386
0,HFocusing_5_10_4um_0_1016.npy742.npy,34.4,87.26700686470306,0.3778373146386813,18.0,0.5670000000000001
0,HFocusing_5_10_4um_0_1023.npy745.npy,33.6,90.20563832548277,0.4209802182555756,14.0,0.44949999999999996
0,HFocusing_5_10_4um_0_1026.npy749.npy,34.4,72.8433546406293,0.3280406016111976,15.0,0.442
0,HFocusing_5_10_4um_0_1026.npy750.npy,32.8,90.18134230616702,0.42807668913058905,14.0,0.437
0,HFocusing_5_10_4um_0_1026.npy751.npy,30.4,99.90542120450827,0.433033679296796,15.0,0.512
0,HFocusing_5_10_4um_0_1039.npy756.npy,34.4,82.1758722858435,0.4273267198827706,14.0,0.3865
0,HFocusing_5_10_4um_0_1042.npy757.npy,32.0,97.34305943026082,0.3808568704131409,17.0,0.5670000000000001
0,HFocusing_5_10_4um_0_1042.npy758.npy,32.8,87.54220646920844,0.4285044025922468,13.0,0.3725
0,HFocusing_5_10_4um_0_1042.npy759.npy,34.4,76.8788041260122,0.387348434986352,14.0,0.442
0,HFocusing_5_10_4um_0_1046.npy760.npy,35.2,88.05986277465489,0.40205401426716775,18.0,0.5145
0,HFocusing_5_10_4um_0_1049.npy761.npy,32.8,69.10987869726145,0.3478416126523495,20.0,0.6445
0,HFocusing_5_10_4um_0_1052.npy764.npy,31.2,119.16415499336995,0.4922846048518819,14.0,0.479
0,HFocusing_5_10_4um_0_1055.npy767.npy,35.2,81.80562304657649,0.29775146570928895,18.0,0.5445
0,HFocusing_5_10_4um_0_1058.npy769.npy,35.2,61.09718576022425,0.3272298110018279,14.0,0.4365
0,HFocusing_5_10_4um_0_1058.npy770.npy,29.6,94.42040468127811,0.42564940376192645,14.0,0.516
0,HFocusing_5_10_4um_0_1066.npy773.npy,34.4,116.84406167986705,0.4782346654491011,14.0,0.4455
0,HFocusing_5_10_4um_0_1066.npy774.npy,34.4,116.84406167986705,0.4782346654491011,14.0,0.4455
0,HFocusing_5_10_4um_0_1069.npy775.npy,33.6,99.85770733561169,0.4239161894055349,16.0,0.477
0,HFocusing_5_10_4um_0_1075.npy778.npy,26.4,154.33401362730532,0.5289388152366942,13.0,0.501
0,HFocusing_5_10_4um_0_1075.npy779.npy,30.4,90.00988946165192,0.30625736941409415,18.0,0.6325000000000001
0,HFocusing_5_10_4um_0_1081.npy782.npy,28.0,119.50339660915323,0.40449835367047915,21.0,0.758
0,HFocusing_5_10_4um_0_1084.npy784.npy,34.4,167.30367001504032,0.7587531900765103,15.0,0.472
0,HFocusing_5_10_4um_0_1084.npy785.npy,27.2,138.71761906201297,0.4977621721570011,15.0,0.5894999999999999
0,HFocusing_5_10_4um_0_1084.npy786.npy,27.2,136.81079328271986,0.4977603247808849,15.0,0.5894999999999999
0,HFocusing_5_10_4um_0_1084.npy787.npy,31.2,104.60267390910161,0.4337096394853698,15.0,0.5125000000000001
0,HFocusing_5_10_4um_0_1090.npy794.npy,31.2,121.90769140169233,0.530147627746502,15.0,0.5165000000000001
0,HFocusing_5_10_4um_0_1099.npy800.npy,35.2,77.74916463519948,0.33912127914444873,16.0,0.484
0,HFocusing_5_10_4um_0_1099.npy801.npy,32.0,88.08959319428222,0.3817659589744685,15.0,0.4765
0,HFocusing_5_10_4um_0_1099.npy802.npy,29.6,125.58865333309501,0.506928967117971,13.0,0.47600000000000003
0,HFocusing_5_10_4um_0_1105.npy806.npy,35.2,93.5934059352565,0.3783246052674597,18.0,0.5205000000000001
0,HFocusing_5_10_4um_0_1108.npy808.npy,16.8,172.88116347455713,0.660701103232575,15.0,0.95
0,HFocusing_5_10_4um_0_1112.npy810.npy,26.4,121.25854416042756,0.43577641347552054,15.0,0.6195
0,HFocusing_5_10_4um_0_1115.npy812.npy,25.6,103.07675101861827,0.4047689284824251,17.0,0.6970000000000001
0,HFocusing_5_10_4um_0_112.npy816.npy,27.2,138.0476583207921,0.5166375254834612,13.0,0.4815
0,HFocusing_5_10_4um_0_1121.npy819.npy,33.6,99.79386497736446,0.40200045162698056,13.0,0.4255
0,HFocusing_5_10_4um_0_1124.npy820.npy,36.0,96.01953973097969,0.3938959259826866,16.0,0.48500000000000004
0,HFocusing_5_10_4um_0_1127.npy821.npy,32.8,117.35913404893077,0.4823551038814625,15.0,0.46799999999999997
0,HFocusing_5_10_4um_0_1127.npy822.npy,35.2,105.37056505923364,0.46253783977035673,15.0,0.4365
0,HFocusing_5_10_4um_0_1130.npy824.npy,35.2,81.4789082274604,0.39771313415298765,21.0,0.6295
0,HFocusing_5_10_4um_0_1133.npy826.npy,34.4,89.1868319642658,0.4259067616676293,14.0,0.4165
0,HFocusing_5_10_4um_0_1133.npy827.npy,29.6,94.99462530719966,0.4040356828491771,15.0,0.5055
0,HFocusing_5_10_4um_0_1133.npy828.npy,35.2,96.39488985170343,0.41483589072022803,16.0,0.48899999999999993
0,HFocusing_5_10_4um_0_1133.npy829.npy,30.4,96.02260904441175,0.4040451165203681,15.0,0.5065
0,HFocusing_5_10_4um_0_1133.npy830.npy,21.6,170.65839642799685,0.5443190400529712,14.0,0.6825
0,HFocusing_5_10_4um_0_1136.npy833.npy,33.6,101.80937965130327,0.48970765038918457,13.0,0.42450000000000004
0,HFocusing_5_10_4um_0_1139.npy836.npy,33.6,69.62913258073596,0.3147122254640161,15.0,0.48700000000000004
0,HFocusing_5_10_4um_0_1139.npy838.npy,35.2,75.3347567285861,0.3625599929666402,15.0,0.4365
