index,name,val_Freq,amp_Freq,amp_Time,num_burst,passage
0,HFocusing_5_10_2um2_0_1001.npy2307.npy,35.2,52.65941958746305,0.2669617406466849,11.0,0.34299999999999997
0,HFocusing_5_10_2um2_0_1001.npy2308.npy,16.0,50.17683422447568,0.1650689206495021,16.0,1.017
0,HFocusing_5_10_2um2_0_1001.npy2309.npy,16.0,49.36083364446466,0.12081869804716737,16.0,0.9575
0,HFocusing_5_10_2um2_0_1004.npy2310.npy,24.0,48.73301769419764,0.17397176896034075,21.0,0.91
0,HFocusing_5_10_2um2_0_1005.npy2311.npy,12.8,64.66607496619751,0.157165215677521,14.0,1.1315
0,HFocusing_5_10_2um2_0_1009.npy2312.npy,13.6,70.66295974143418,0.143588817349281,15.0,1.0614999999999999
0,HFocusing_5_10_2um2_0_1011.npy2313.npy,8.8,44.45536324059027,0.12934226363412382,10.0,1.026
0,HFocusing_5_10_2um2_0_1011.npy2314.npy,8.8,47.49245929411186,0.1050495200273366,10.0,1.02
0,HFocusing_5_10_2um2_0_1015.npy2315.npy,27.2,28.325985175129862,0.15911166024496406,28.0,1.0545
0,HFocusing_5_10_2um2_0_1015.npy2316.npy,27.2,28.325985175129862,0.15911166024496406,28.0,1.0545
0,HFocusing_5_10_2um2_0_1015.npy2317.npy,25.6,43.97522602291831,0.1607018369742814,13.0,0.477
0,HFocusing_5_10_2um2_0_102.npy2318.npy,34.4,45.13924461719044,0.1821798484524958,18.0,0.555
0,HFocusing_5_10_2um2_0_102.npy2319.npy,37.6,120.57473849535711,0.5367620598370313,16.0,0.439
0,HFocusing_5_10_2um2_0_1023.npy2320.npy,16.8,53.047122155534694,0.1516032346298464,16.0,0.9724999999999999
0,HFocusing_5_10_2um2_0_1027.npy2321.npy,13.6,55.207124466068805,0.1427702799766652,13.0,0.888
0,HFocusing_5_10_2um2_0_1030.npy2322.npy,12.0,74.66570226453162,0.1491873352764472,11.0,0.9295
0,HFocusing_5_10_2um2_0_1034.npy2323.npy,19.2,54.079610508897865,0.1995791895710692,20.0,1.0585
0,HFocusing_5_10_2um2_0_1037.npy2324.npy,16.8,58.48041519954234,0.22111791159315447,16.0,0.968
