index,name,val_Freq,amp_Freq,amp_Time,num_burst,passage
0,HFocusing_5_10_2um2_0_1034.npy722.npy,19.2,54.07960952843272,0.19957917755582694,20.0,1.0585
0,HFocusing_5_10_2um2_0_1037.npy723.npy,16.8,58.480414994895256,0.2211180138022968,16.0,0.968
0,HFocusing_5_10_2um2_0_105.npy726.npy,33.6,34.919501344126935,0.18478148874000627,17.0,0.5185
0,HFocusing_5_10_2um2_0_105.npy727.npy,34.4,35.716089577574316,0.18480977738699567,12.0,0.382
0,HFocusing_5_10_2um2_0_1051.npy728.npy,24.8,43.10746013433853,0.1853043104677085,15.0,0.6114999999999999
0,HFocusing_5_10_2um2_0_1059.npy730.npy,24.0,52.2496019934579,0.1826775497803559,15.0,0.64
0,HFocusing_5_10_2um2_0_1062.npy731.npy,18.4,44.562377698304445,0.1664291621233834,16.0,0.8845
0,HFocusing_5_10_2um2_0_1062.npy732.npy,17.6,54.27081587854678,0.16483726646794142,14.0,0.8095
0,HFocusing_5_10_2um2_0_1063.npy733.npy,16.0,54.66813140140124,0.14923398300950189,17.0,1.1375
0,HFocusing_5_10_2um2_0_1073.npy734.npy,27.2,34.118915318671036,0.1983062134940806,24.0,0.8965000000000001
0,HFocusing_5_10_2um2_0_1078.npy735.npy,16.8,50.366483930557884,0.18818174022624087,16.0,1.013
0,HFocusing_5_10_2um2_0_1090.npy738.npy,21.6,58.45325372576947,0.17034276897677972,21.0,1.0395
0,HFocusing_5_10_2um2_0_1097.npy739.npy,16.8,57.37815138545059,0.19673518438607615,15.0,0.91
0,HFocusing_5_10_2um2_0_1107.npy743.npy,26.4,24.567707366969998,0.12824214603845385,14.0,0.532
0,HFocusing_5_10_2um2_0_1108.npy744.npy,24.8,59.95751132525139,0.23314625978111173,16.0,0.7374999999999999
0,HFocusing_5_10_2um2_0_1116.npy747.npy,22.4,32.86617591174591,0.11750201169299249,22.0,1.014
0,HFocusing_5_10_2um2_0_1116.npy748.npy,19.2,50.9394598009701,0.14047035330482846,17.0,0.9115
0,HFocusing_5_10_2um2_0_1118.npy749.npy,28.0,43.568077007946734,0.1962804020176219,17.0,0.6515
0,HFocusing_5_10_2um2_0_1119.npy750.npy,25.6,61.20032197819873,0.18674229057186661,13.0,0.525
0,HFocusing_5_10_2um2_0_112.npy751.npy,15.2,43.59446966706802,0.1631959826121004,16.0,1.0330000000000001
0,HFocusing_5_10_2um2_0_1125.npy752.npy,29.6,40.0133342556244,0.16402357027621645,28.0,1.0305
0,HFocusing_5_10_2um2_0_1125.npy753.npy,29.6,36.03291296951136,0.1639898713281883,13.0,0.453
0,HFocusing_5_10_2um2_0_1125.npy754.npy,16.0,32.975628934550585,0.10443475853343975,14.0,0.9195
